NAME,REGION,YEAR,SE.SEC.TCHR.FE.ZS,GB.XPD.RSDV.GD.ZS,SP.POP.SCIE.RD.P6,RATIO
Netherlands,Europe & Central Asia,2010,48.55212021,1.8562,3232.15255,1741.2738659627194
Netherlands,Europe & Central Asia,2011,49.16292191,2.02672,3506.93253,1730.3488049656587
Netherlands,Europe & Central Asia,2012,49.91865921,2.15676,3505.9553,1625.5658024073148
Netherlands,Europe & Central Asia,2013,\N,\N,\N,\N
Norway,Europe & Central Asia,2000,\N,\N,\N,\N
Norway,Europe & Central Asia,2001,\N,1.59047,4360.17891,2741.440523870302
Norway,Europe & Central Asia,2002,\N,1.66024,\N,\N
Norway,Europe & Central Asia,2003,\N,1.70929,4505.86435,2636.102914075435
Norway,Europe & Central Asia,2004,\N,1.57077,4503.11696,2866.821342398951
Norway,Europe & Central Asia,2005,\N,1.50591,4584.45528,3044.3089427655036
Norway,Europe & Central Asia,2006,\N,1.47902,4836.07907,3269.7861218915227
Norway,Europe & Central Asia,2007,\N,1.59424,5157.84524,3235.300356282617
Norway,Europe & Central Asia,2008,\N,1.58313,5353.34976,3381.497261753615
Norway,Europe & Central Asia,2009,\N,1.75813,5433.21251,3090.3360445473318
Norway,Europe & Central Asia,2010,\N,1.68061,5407.81898,3217.7715115345027
Norway,Europe & Central Asia,2011,\N,1.65191,5507.55559,3334.053059791393
Norway,Europe & Central Asia,2012,\N,1.65474,5588.44585,3377.2350036863795
Norway,Europe & Central Asia,2013,\N,\N,\N,\N
Poland,Europe & Central Asia,2000,\N,0.64431,1438.64231,2232.8418152752556
Poland,Europe & Central Asia,2001,65.76503754,0.62317,1465.44108,2351.591186995523
Poland,Europe & Central Asia,2002,\N,0.55925,1481.82313,2649.6613857845327
Poland,Europe & Central Asia,2003,68.83394623,0.54061,1531.87836,2833.6108470061595
Poland,Europe & Central Asia,2004,\N,0.55761,1594.33027,2859.2210864224094
Poland,Europe & Central Asia,2005,69.06181335,0.56692,1627.01282,2869.9160728145066
Poland,Europe & Central Asia,2006,69.15154266,0.55591,1559.73309,2805.7295065748053
Poland,Europe & Central Asia,2007,69.84187317,0.56708,1607.66402,2834.9862805953303
Poland,Europe & Central Asia,2008,69.7871933,0.60417,1618.37206,2678.670010096496
Poland,Europe & Central Asia,2009,69.6879425,0.67459,1599.87575,2371.6268400065223
Poland,Europe & Central Asia,2010,69.65042877,0.7353,1688.82734,2296.7868081055353
Poland,Europe & Central Asia,2011,69.59635925,0.76477,1678.66705,2194.9959464937174
Poland,Europe & Central Asia,2012,69.64916992,0.89972,1753.44621,1948.8798848530655
Poland,Europe & Central Asia,2013,\N,\N,\N,\N
Portugal,Europe & Central Asia,2000,68.26873779,0.72778,1624.10229,2231.5841188271183
Portugal,Europe & Central Asia,2001,68.58136749,0.77223,1712.46278,2217.555365629411
Portugal,Europe & Central Asia,2002,\N,0.73204,1826.10962,2494.5489590732745
Portugal,Europe & Central Asia,2003,68.88616943,0.71065,1939.06887,2728.584915218462
Portugal,Europe & Central Asia,2004,69.06286621,0.74364,1974.03027,2654.550952073584
Portugal,Europe & Central Asia,2005,68.62999725,0.77858,2009.92449,2581.5259703562897
Portugal,Europe & Central Asia,2006,65.57449341,0.98655,2339.54347,2371.43932897471
Portugal,Europe & Central Asia,2007,68.67101288,1.1651,2669.20724,2290.968363230624
Portugal,Europe & Central Asia,2008,68.9283905,1.5031,3822.9333,2543.365910451733
Portugal,Europe & Central Asia,2009,69.43308258,1.64019,4166.4826,2540.243874185308
Portugal,Europe & Central Asia,2010,69.1678009,1.59007,4367.97059,2747.0303760211814
Portugal,Europe & Central Asia,2011,\N,1.52293,4723.81134,3101.7915071605394
Portugal,Europe & Central Asia,2012,69.44528198,1.49533,4780.76641,3197.1313422455246
Portugal,Europe & Central Asia,2013,\N,\N,\N,\N
Romania,Europe & Central Asia,2000,65.68508148,0.36575,914.58264,2500.567710184552
Romania,Europe & Central Asia,2001,65.84290314,0.38945,884.17385,2270.3141609962768
Romania,Europe & Central Asia,2002,66.20424652,0.37784,911.7482,2413.053673512598
Romania,Europe & Central Asia,2003,66.155159,0.386,944.30165,2446.3773316062175
Romania,Europe & Central Asia,2004,66.19335175,0.3852,959.33043,2490.4735981308413
Romania,Europe & Central Asia,2005,66.31095123,0.40964,1038.20042,2534.4214920417926
Romania,Europe & Central Asia,2006,66.58695984,0.45432,862.02798,1897.4026677231907
Romania,Europe & Central Asia,2007,66.83917999,0.52339,854.29024,1632.224994745792
Romania,Europe & Central Asia,2008,67.33209991,0.57911,882.95168,1524.670062682392
Romania,Europe & Central Asia,2009,67.50184631,0.47031,879.41982,1869.8726797218856
Romania,Europe & Central Asia,2010,67.88114166,0.46086,904.78795,1963.2598836956995
Romania,Europe & Central Asia,2011,68.48362732,0.50059,737.31262,1472.8872330649835
Romania,Europe & Central Asia,2012,68.72229004,0.48898,828.14132,1693.6097999918195
Romania,Europe & Central Asia,2013,\N,\N,\N,\N
Russia,Europe & Central Asia,2000,\N,1.04984,3450.60002,3286.7865770022095
Russia,Europe & Central Asia,2001,\N,1.17694,3460.19803,2939.9952673883117
Russia,Europe & Central Asia,2002,\N,1.24782,3380.57485,2709.18469811351
Russia,Europe & Central Asia,2003,\N,1.28603,3364.70319,2616.348910989635
Russia,Europe & Central Asia,2004,\N,1.15133,3309.37799,2874.3956902017667
Russia,Europe & Central Asia,2005,\N,1.06797,3227.73172,3022.305607835426
Russia,Europe & Central Asia,2006,80.46534729,1.07294,3231.09575,3011.44122690924
Russia,Europe & Central Asia,2007,81.00415039,1.11611,3265.35495,2925.6569244966895
Russia,Europe & Central Asia,2008,81.08257294,1.04435,3140.46713,3007.10214966247
Russia,Europe & Central Asia,2009,81.26693726,1.25192,3077.90241,2458.5456019553967
Russia,Europe & Central Asia,2010,\N,1.1302,3078.10489,2723.5045921075916
Russia,Europe & Central Asia,2011,\N,1.09396,3120.36229,2852.355012980365
Russia,Europe & Central Asia,2012,82.07848358,1.11802,3096.11004,2769.27965510456
Russia,Europe & Central Asia,2013,\N,\N,\N,\N
San Marino,Europe & Central Asia,2000,\N,\N,\N,\N
San Marino,Europe & Central Asia,2001,\N,\N,\N,\N
San Marino,Europe & Central Asia,2002,\N,\N,\N,\N
San Marino,Europe & Central Asia,2003,\N,\N,\N,\N
San Marino,Europe & Central Asia,2004,\N,\N,\N,\N
San Marino,Europe & Central Asia,2005,\N,\N,\N,\N
San Marino,Europe & Central Asia,2006,\N,\N,\N,\N
San Marino,Europe & Central Asia,2007,\N,\N,\N,\N
San Marino,Europe & Central Asia,2008,76.31578827,\N,\N,\N
San Marino,Europe & Central Asia,2009,78.44310759999999,\N,\N,\N
San Marino,Europe & Central Asia,2010,77.63974762,\N,\N,\N
San Marino,Europe & Central Asia,2011,\N,\N,\N,\N
San Marino,Europe & Central Asia,2012,\N,\N,\N,\N
San Marino,Europe & Central Asia,2013,\N,\N,\N,\N
Serbia,Europe & Central Asia,2000,\N,0.96561,\N,\N
Serbia,Europe & Central Asia,2001,\N,0.34591,\N,\N
Serbia,Europe & Central Asia,2002,\N,0.72517,\N,\N
Serbia,Europe & Central Asia,2003,\N,0.56506,\N,\N
Serbia,Europe & Central Asia,2004,\N,0.32004,\N,\N
Serbia,Europe & Central Asia,2005,\N,0.43366,\N,\N
Serbia,Europe & Central Asia,2006,\N,0.48893,\N,\N
Serbia,Europe & Central Asia,2007,63.81549835,0.36239,896.40985,2473.6053699053505
Serbia,Europe & Central Asia,2008,63.93235016,0.38481,1022.25423,2656.5168004989478
Serbia,Europe & Central Asia,2009,63.78525925,0.91707,1076.48266,1173.8282355763463
Serbia,Europe & Central Asia,2010,64.19460297,0.79213,1138.67792,1437.488695037431
Serbia,Europe & Central Asia,2011,63.74996185,0.77744,1221.15199,1570.7347062152708
Serbia,Europe & Central Asia,2012,63.64350891,0.9868,1235.48124,1252.0077421970004
Serbia,Europe & Central Asia,2013,\N,\N,\N,\N
Slovak Republic,Europe & Central Asia,2000,71.79440308,0.64797,1847.62092,2851.3988610583824
Slovak Republic,Europe & Central Asia,2001,72.39019012,0.63358,1778.80533,2807.5465292465037
Slovak Republic,Europe & Central Asia,2002,72.74920654,0.57114,1703.9993,2983.505445249851
Slovak Republic,Europe & Central Asia,2003,72.85639954,0.57345,1786.93372,3116.1107681576423
Slovak Republic,Europe & Central Asia,2004,76.55387878,0.51193,1989.07344,3885.4402750376025
Slovak Republic,Europe & Central Asia,2005,73.02774811,0.50503,2025.52579,4010.7038987782903
Slovak Republic,Europe & Central Asia,2006,72.78138733,0.48662,2181.77432,4483.527845135835
Slovak Republic,Europe & Central Asia,2007,74.08953094,0.45994,2285.39484,4968.897769274253
Slovak Republic,Europe & Central Asia,2008,74.1471405,0.47344,2324.33818,4909.467260898952
Slovak Republic,Europe & Central Asia,2009,74.88249969,0.48251,2449.74972,5077.096267434871
Slovak Republic,Europe & Central Asia,2010,74.52340698,0.63332,2794.32705,4412.188230278532
Slovak Republic,Europe & Central Asia,2011,74.39588165,0.67915,2817.13001,4148.023279098873
Slovak Republic,Europe & Central Asia,2012,74.8503418,0.82315,2804.18315,3406.6490311607845
Slovak Republic,Europe & Central Asia,2013,\N,\N,\N,\N
Slovenia,Europe & Central Asia,2000,69.45760345,1.38087,2179.39278,1578.2751308957397
Slovenia,Europe & Central Asia,2001,68.58480072,1.49473,2260.60595,1512.3841429555841
Slovenia,Europe & Central Asia,2002,70.07492828,1.46527,2332.55782,1591.89625120285
Slovenia,Europe & Central Asia,2003,70.32501984,1.26862,1895.68176,1494.2865160568174
Slovenia,Europe & Central Asia,2004,70.62470245,1.39364,2020.47751,1449.7843847765564
Slovenia,Europe & Central Asia,2005,71.21128082,1.43709,2626.04176,1827.3328462378836
Slovenia,Europe & Central Asia,2006,71.2770462,1.55811,2915.32855,1871.0672224682469
Slovenia,Europe & Central Asia,2007,71.88330841,1.44814,3093.82048,2136.4097946331153
Slovenia,Europe & Central Asia,2008,71.80493927,1.65493,3459.82967,2090.619947671503
Slovenia,Europe & Central Asia,2009,72.05342102,1.8603,3642.41521,1957.9719453851528
Slovenia,Europe & Central Asia,2010,\N,2.10624,3749.81988,1780.3383659981769
Slovenia,Europe & Central Asia,2011,72.67228699,2.47362,4255.1912,1720.228329331102
Slovenia,Europe & Central Asia,2012,\N,2.79952,4397.60373,1570.842047922501
Slovenia,Europe & Central Asia,2013,\N,\N,\N,\N
Spain,Europe & Central Asia,2000,51.38282013,0.90791,1903.28494,2096.3365752111995
Spain,Europe & Central Asia,2001,52.19309998,0.91522,1964.84625,2146.85676667905
Spain,Europe & Central Asia,2002,53.25526047,0.98642,2015.09972,2042.8415076742158
Spain,Europe & Central Asia,2003,54.73123932,1.04881,2202.08967,2099.607812663876
Spain,Europe & Central Asia,2004,55.13851929,1.06333,2364.63798,2223.804444528039
Spain,Europe & Central Asia,2005,56.41609955,1.1214,2528.84721,2255.0804440877473
Spain,Europe & Central Asia,2006,57.20212936,1.19885,2629.48365,2193.338324227385
Spain,Europe & Central Asia,2007,56.77236938,1.26689,2745.47546,2167.098532627142
Spain,Europe & Central Asia,2008,54.89537811,1.35149,2895.14835,2142.1899903069943
Spain,Europe & Central Asia,2009,54.11830139,1.39285,2924.39186,2099.574153713609
Spain,Europe & Central Asia,2010,54.57756042,1.3952,2915.70069,2089.808407396789
Spain,Europe & Central Asia,2011,54.69218063,1.35563,2799.90051,2065.3869492413123
Spain,Europe & Central Asia,2012,54.95090866,1.30142,2719.07278,2089.312274285012
Spain,Europe & Central Asia,2013,\N,\N,\N,\N
Sweden,Europe & Central Asia,2000,55.5881691,\N,\N,\N
Sweden,Europe & Central Asia,2001,56.05236053,4.13,5174.73812,1252.963225181598
Sweden,Europe & Central Asia,2002,\N,\N,\N,\N
Sweden,Europe & Central Asia,2003,56.48117065,3.80267,5388.87561,1417.1294406298732
Sweden,Europe & Central Asia,2004,57.07374954,3.57507,5431.74126,1519.338435331336
Sweden,Europe & Central Asia,2005,57.62364960000001,3.55914,6100.66507,1714.0840399647104
Sweden,Europe & Central Asia,2006,58.54333878,3.68411,6131.02094,1664.179663473675
Sweden,Europe & Central Asia,2007,58.75645065,3.43479,5001.77145,1456.208807525351
Sweden,Europe & Central Asia,2008,59.25827026,3.69517,5438.2661,1471.7228436039477
Sweden,Europe & Central Asia,2009,58.94969939999999,3.6167,5065.36044,1400.5475820499353
Sweden,Europe & Central Asia,2010,59.31877136,3.39194,5255.85579,1549.5131959881364
Sweden,Europe & Central Asia,2011,58.67441177,3.38709,5142.25632,1518.1929975288522
Sweden,Europe & Central Asia,2012,58.27896118,3.40622,5181.19843,1521.099174451445
Sweden,Europe & Central Asia,2013,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2000,\N,2.46875,3643.11003,1475.6901387341773
Switzerland,Europe & Central Asia,2001,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2002,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2003,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2004,\N,2.8151,3458.32453,1228.490828034528
Switzerland,Europe & Central Asia,2005,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2006,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2007,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2008,\N,2.87046,3285.1818,1144.4792123910452
Switzerland,Europe & Central Asia,2009,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2010,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2011,\N,\N,\N,\N
Switzerland,Europe & Central Asia,2012,48.40169144,\N,\N,\N
Switzerland,Europe & Central Asia,2013,\N,\N,\N,\N
Tajikistan,Europe & Central Asia,2000,42.12752151,\N,\N,\N
Tajikistan,Europe & Central Asia,2001,43.60533142,0.08953,\N,\N
Tajikistan,Europe & Central Asia,2002,44.6967392,0.07068,\N,\N
Tajikistan,Europe & Central Asia,2003,45.28184891,0.0689,\N,\N
Tajikistan,Europe & Central Asia,2004,44.78693008,0.06697,\N,\N
Tajikistan,Europe & Central Asia,2005,45.19374847,0.0957,\N,\N
Tajikistan,Europe & Central Asia,2006,47.12812042,0.10732,\N,\N
Tajikistan,Europe & Central Asia,2007,49.06351089,0.06778,\N,\N
Tajikistan,Europe & Central Asia,2008,48.96971893,0.06983,\N,\N
Tajikistan,Europe & Central Asia,2009,50.43400955,0.08577,\N,\N
Tajikistan,Europe & Central Asia,2010,58.71482086,0.08914,\N,\N
Tajikistan,Europe & Central Asia,2011,46.00873947,0.12148,\N,\N
Tajikistan,Europe & Central Asia,2012,\N,\N,\N,\N
Tajikistan,Europe & Central Asia,2013,\N,\N,\N,\N
Turkey,Europe & Central Asia,2000,\N,0.47909,365.38487,762.6643636894946
Turkey,Europe & Central Asia,2001,\N,0.53779,354.16373,658.5539522862084
Turkey,Europe & Central Asia,2002,\N,0.52594,369.02724,701.6527360535423
Turkey,Europe & Central Asia,2003,\N,0.48311,495.31179,1025.2567531204074
Turkey,Europe & Central Asia,2004,\N,0.51831,506.78777,977.7696166386911
Turkey,Europe & Central Asia,2005,\N,0.59104,577.75637,977.5249898484027
Turkey,Europe & Central Asia,2006,\N,0.58016,621.67794,1071.562913678985
Turkey,Europe & Central Asia,2007,\N,0.72241,714.68133,989.3015462133692
Turkey,Europe & Central Asia,2008,\N,0.72518,750.54328,1034.9751509969938
Turkey,Europe & Central Asia,2009,\N,0.84902,810.74796,954.9220984193541
Turkey,Europe & Central Asia,2010,\N,0.84343,891.92055,1057.4920858873884
Turkey,Europe & Central Asia,2011,\N,0.85952,986.99623,1148.3109526247208
Turkey,Europe & Central Asia,2012,47.15092087,\N,\N,\N
Turkey,Europe & Central Asia,2013,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2000,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2001,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2002,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2003,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2004,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2005,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2006,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2007,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2008,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2009,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2010,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2011,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2012,\N,\N,\N,\N
Turkmenistan,Europe & Central Asia,2013,\N,\N,\N,\N
Ukraine,Europe & Central Asia,2000,76.24188995,0.96213,\N,\N
Ukraine,Europe & Central Asia,2001,\N,1.02329,\N,\N
Ukraine,Europe & Central Asia,2002,\N,0.9982,\N,\N
Ukraine,Europe & Central Asia,2003,\N,1.11179,\N,\N
Ukraine,Europe & Central Asia,2004,\N,1.08152,\N,\N
Ukraine,Europe & Central Asia,2005,\N,1.16896,\N,\N
Ukraine,Europe & Central Asia,2006,\N,0.94908,1467.08666,1545.798731403043
Ukraine,Europe & Central Asia,2007,\N,0.85319,1446.68586,1695.61980332634
Ukraine,Europe & Central Asia,2008,\N,0.84644,1418.98374,1676.4138509522234
Ukraine,Europe & Central Asia,2009,\N,0.85644,1336.97432,1561.0834617719865
Ukraine,Europe & Central Asia,2010,\N,0.83098,1320.54744,1589.1446725552962
Ukraine,Europe & Central Asia,2011,\N,0.73662,1252.90591,1700.8850017648174
Ukraine,Europe & Central Asia,2012,\N,\N,\N,\N
Ukraine,Europe & Central Asia,2013,\N,\N,\N,\N
United Kingdom,Europe & Central Asia,2000,58.74544907,1.79488,2893.13337,1611.881223257265
United Kingdom,Europe & Central Asia,2001,59.20024109,1.77236,3077.59759,1736.4404466361236
United Kingdom,Europe & Central Asia,2002,59.15977097,1.77794,3334.28439,1875.3638424243786
United Kingdom,Europe & Central Asia,2003,59.46844101,1.73249,3629.77046,2095.1176976490483
United Kingdom,Europe & Central Asia,2004,60.17919922,1.6693,3817.1619,2286.6841789971845
United Kingdom,Europe & Central Asia,2005,60.81716919,1.69816,4123.29523,2428.0958390257692
United Kingdom,Europe & Central Asia,2006,60.90996933,1.71941,4190.12206,2436.9534084366146
United Kingdom,Europe & Central Asia,2007,61.72000885,1.75061,4143.82989,2367.077698630763
United Kingdom,Europe & Central Asia,2008,62.23664093,1.75376,4107.58718,2342.160375421951
United Kingdom,Europe & Central Asia,2009,\N,1.82477,4151.06648,2274.843667969114
United Kingdom,Europe & Central Asia,2010,\N,1.77448,4134.043,2329.7208196203956
United Kingdom,Europe & Central Asia,2011,\N,1.78145,4026.42879,2260.1974739678353
United Kingdom,Europe & Central Asia,2012,\N,1.72108,4024.2046,2338.1856741116044
United Kingdom,Europe & Central Asia,2013,\N,\N,\N,\N
United States,North America,2000,55.59645081,2.61925,3454.77092,1318.9924291304762
United States,North America,2001,55.61748886,2.63746,3524.14483,1336.1889204006886
United States,North America,2002,60.47935867,2.54905,3607.81853,1415.3580863458938
United States,North America,2003,60.51023102,2.55253,3845.39632,1506.5038687106517
United States,North America,2004,62.587001799999996,2.48953,3739.91293,1502.2566227360185
United States,North America,2005,62.54885864,2.50567,3692.78345,1473.7708676721197
United States,North America,2006,62.49338149999999,2.54965,3755.46898,1472.9351008962014
United States,North America,2007,62.44396973,2.62644,3731.4249,1420.7158358843149
United States,North America,2008,60.35639954,2.76651,3883.89499,1403.896964044952
United States,North America,2009,61.28141022,2.81594,4042.05628,1435.4198882078454
United States,North America,2010,61.33372879,2.73827,3837.60044,1401.4689712847894
United States,North America,2011,61.14725113,2.76264,3978.72846,1440.1907088871512
United States,North America,2012,62.00225067,2.79197,\N,\N
United States,North America,2013,\N,\N,\N,\N
Uzbekistan,Europe & Central Asia,2000,56.60956955,\N,\N,\N
Uzbekistan,Europe & Central Asia,2001,58.46232986,\N,\N,\N
Uzbekistan,Europe & Central Asia,2002,59.76549149,\N,\N,\N
Uzbekistan,Europe & Central Asia,2003,59.63293076,\N,\N,\N
Uzbekistan,Europe & Central Asia,2004,59.80638123,\N,\N,\N
Uzbekistan,Europe & Central Asia,2005,59.4085083,\N,\N,\N
Uzbekistan,Europe & Central Asia,2006,61.46881104,\N,\N,\N
Uzbekistan,Europe & Central Asia,2007,63.29045105,\N,\N,\N
Uzbekistan,Europe & Central Asia,2008,62.67758942,\N,\N,\N
Uzbekistan,Europe & Central Asia,2009,63.22053909,\N,\N,\N
Uzbekistan,Europe & Central Asia,2010,62.58272934,\N,\N,\N
Uzbekistan,Europe & Central Asia,2011,62.10779953,\N,533.85676,\N
Uzbekistan,Europe & Central Asia,2012,\N,\N,\N,\N
Uzbekistan,Europe & Central Asia,2013,\N,\N,\N,\N
